year,country,mean_number_of_years_in_school
2005,Haiti,3.55
2005,Hungary,10.9
2005,Indonesia,6.1
2005,India,4.4
2005,Ireland,10.95
2005,Iran,5.550000000000001
2005,Iraq,4.5
2005,Israel,12.149999999999999
2005,Italy,10.05
2005,Jamaica,9.65
2005,Jordan,8.75
2005,Japan,11.9
2005,Kazakhstan,11.350000000000001
2005,Kenya,6.1
2005,Kyrgyz Republic,11.05
2005,Cambodia,3.9
2005,Kiribati,8.4
2005,South Korea,12.0
2005,Kuwait,6.6
2005,Lao,3.25
2005,Lebanon,7.8999999999999995
2005,Liberia,3.6500000000000004
2005,St. Lucia,8.7
2005,Sri Lanka,8.75
2005,Lesotho,6.550000000000001
2005,Lithuania,11.850000000000001
2005,Luxembourg,10.95
2005,Latvia,12.0
2005,Morocco,3.2
2005,Moldova,10.8
2005,Madagascar,4.35
2005,Maldives,3.6
2005,Mexico,7.4
2005,Marshall Islands,9.0
2005,North Macedonia,9.65
2005,Mali,1.25
2005,Myanmar,4.5
2005,Montenegro,10.7
2005,Mongolia,8.75
2005,Mozambique,2.3499999999999996
2005,Mauritania,1.9500000000000002
2005,Mauritius,7.800000000000001
2005,Malawi,4.05
2005,Malaysia,7.45
2005,Namibia,6.300000000000001
2005,Niger,0.85
2005,Nigeria,4.8
2005,Nicaragua,5.3
2005,Netherlands,11.15
2005,Norway,13.2
2005,Nepal,2.45
2005,New Zealand,11.95
2005,Oman,5.25
2005,Pakistan,3.5
2005,Panama,9.05
2005,Peru,8.45
2005,Philippines,8.65
2005,Papua New Guinea,3.65
2005,Poland,12.05
2005,Portugal,7.1
2005,Paraguay,6.65
2005,Palestine,8.2
2005,Qatar,7.15
2005,Romania,11.4
2005,Russia,12.3
2005,Rwanda,3.0999999999999996
2005,Saudi Arabia,6.0
2005,Sudan,3.8499999999999996
2005,Senegal,2.15
2005,Singapore,6.75
2005,Solomon Islands,5.1
2005,Sierra Leone,2.0
2005,El Salvador,6.45
2005,Somalia,1.65
2005,Serbia,9.95
2005,Sao Tome and Principe,4.3
2005,Suriname,6.949999999999999
2005,Slovak Republic,11.95
2005,Slovenia,11.25
2005,Sweden,12.25
2005,Eswatini,6.6
2005,Seychelles,10.100000000000001
2005,Syria,5.6
2005,Chad,1.5
2005,Togo,3.35
2005,Thailand,6.449999999999999
2005,Tajikistan,10.5
2005,Turkmenistan,10.65
2005,Timor-Leste,2.2
2005,Tonga,10.9
2005,Trinidad and Tobago,9.2
2005,Tunisia,5.65
2005,Turkey,6.4
2005,Taiwan,10.6
2005,Tanzania,4.4
2005,Uganda,4.45
2005,Ukraine,11.8
2005,Uruguay,9.3
2005,USA,13.55
2005,Uzbekistan,11.15
2005,Venezuela,8.149999999999999
2005,Vietnam,7.1
2005,Vanuatu,6.1
2005,Samoa,10.350000000000001
2005,Yemen,1.9000000000000001
2005,South Africa,7.9
2005,Zambia,5.8
2005,Zimbabwe,6.9
2006,Afghanistan,1.3499999999999999
2006,Angola,3.6
2006,Albania,9.4
2006,UAE,8.35
2006,Argentina,9.65
2006,Armenia,11.05
2006,Antigua and Barbuda,11.7
2006,Australia,11.5
2006,Austria,11.149999999999999
2006,Azerbaijan,11.350000000000001
2006,Burundi,2.55
2006,Belgium,11.75
2006,Benin,2.4
2006,Burkina Faso,1.1
2006,Bangladesh,3.45
2006,Bulgaria,11.649999999999999
2006,Bahrain,7.9
2006,Bahamas,10.35
2006,Bosnia and Herzegovina,7.95
2006,Belarus,11.45
2006,Belize,8.15
2006,Bolivia,7.15
2006,Brazil,6.550000000000001
2006,Botswana,5.1
2006,Central African Republic,3.0999999999999996
2006,Canada,14.0
2006,Switzerland,12.850000000000001
2006,Chile,9.8
2006,China,6.6
2006,Cote d'Ivoire,2.8
2006,Cameroon,5.0
2006,"Congo, Dem. Rep.",5.45
2006,"Congo, Rep.",6.25
2006,Colombia,6.300000000000001
2006,Comoros,2.85
2006,Cape Verde,3.9000000000000004
2006,Costa Rica,8.2
2006,Cuba,10.05
2006,Cyprus,11.7
2006,Czech Republic,13.35
2006,Germany,11.899999999999999
2006,Djibouti,3.2
2006,Denmark,12.649999999999999
2006,Dominican Republic,7.2
2006,Algeria,4.1
2006,Ecuador,7.9
2006,Egypt,6.2
2006,Eritrea,2.65
2006,Spain,8.55
2006,Estonia,11.100000000000001
2006,Ethiopia,1.4500000000000002
2006,Finland,11.8
2006,Fiji,8.95
2006,France,10.149999999999999
2006,Gabon,6.2
2006,UK,12.8
2006,Georgia,12.25
2006,Ghana,6.1
2006,Guinea,1.8499999999999999
2006,Gambia,2.65
2006,Guinea-Bissau,1.9
2006,Equatorial Guinea,5.699999999999999
2006,Greece,10.05
2006,Guatemala,4.15
2006,Guyana,9.0
2006,Honduras,5.5
2006,Croatia,10.5
2006,Haiti,3.65
2006,Hungary,11.0
2006,Indonesia,6.25
2006,India,4.5
2006,Ireland,11.05
2006,Iran,5.699999999999999
2006,Iraq,4.6
2006,Israel,12.25
2006,Italy,10.15
2006,Jamaica,9.75
2006,Jordan,9.0
2006,Japan,12.0
2006,Kazakhstan,11.5
2006,Kenya,6.25
2006,Kyrgyz Republic,11.15
2006,Cambodia,3.9499999999999997
2006,Kiribati,8.55
2006,South Korea,12.100000000000001
2006,Kuwait,6.75
2006,Lao,3.25
2006,Lebanon,8.1
2006,Liberia,3.75
2006,St. Lucia,8.8
2006,Sri Lanka,8.850000000000001
2006,Lesotho,6.7
2006,Lithuania,12.0
2006,Luxembourg,11.0
2006,Latvia,12.1
2006,Morocco,3.3000000000000003
2006,Moldova,10.9
2006,Madagascar,4.5
2006,Maldives,3.65
2006,Mexico,7.5
2006,Marshall Islands,9.15
2006,North Macedonia,9.75
2006,Mali,1.3
2006,Myanmar,4.6
2006,Montenegro,10.85
2006,Mongolia,8.8
2006,Mozambique,2.45
2006,Mauritania,2.05
2006,Mauritius,7.95
2006,Malawi,4.2
2006,Malaysia,7.6
2006,Namibia,6.45
2006,Niger,0.9
2006,Nigeria,4.95
2006,Nicaragua,5.4
2006,Netherlands,11.3
2006,Norway,13.3
2006,Nepal,2.5
2006,New Zealand,12.1
2006,Oman,5.4
2006,Pakistan,3.5999999999999996
2006,Panama,9.2
2006,Peru,8.65
2006,Philippines,8.75
2006,Papua New Guinea,3.75
2006,Poland,12.1
2006,Portugal,7.2
2006,Paraguay,6.75
2006,Palestine,8.4
2006,Qatar,7.4
2006,Romania,11.55
2006,Russia,12.4
2006,Rwanda,3.2
2006,Saudi Arabia,6.2
2006,Sudan,3.95
2006,Senegal,2.2
2006,Singapore,6.85
2006,Solomon Islands,5.2
2006,Sierra Leone,2.1
2006,El Salvador,6.65
2006,Somalia,1.7000000000000002
2006,Serbia,10.05
2006,Sao Tome and Principe,4.45
2006,Suriname,7.050000000000001
2006,Slovak Republic,12.1
2006,Slovenia,11.399999999999999
2006,Sweden,12.3
2006,Eswatini,6.75
2006,Seychelles,10.3
2006,Syria,5.8
2006,Chad,1.55
2006,Togo,3.45
2006,Thailand,6.5
2006,Tajikistan,10.65
2006,Turkmenistan,10.8
2006,Timor-Leste,2.25
2006,Tonga,11.05
2006,Trinidad and Tobago,9.3
2006,Tunisia,5.85
2006,Turkey,6.5
2006,Taiwan,10.8
2006,Tanzania,4.5
2006,Uganda,4.55
2006,Ukraine,11.9
2006,Uruguay,9.45
2006,USA,13.55
2006,Uzbekistan,11.25
2006,Venezuela,8.3
2006,Vietnam,7.2
2006,Vanuatu,6.199999999999999
2006,Samoa,10.5
2006,Yemen,1.95
2006,South Africa,8.05
2006,Zambia,5.949999999999999
2006,Zimbabwe,7.050000000000001
2007,Afghanistan,1.4
2007,Angola,3.75
2007,Albania,9.55
2007,UAE,8.55
2007,Argentina,9.75
2007,Armenia,11.149999999999999
2007,Antigua and Barbuda,11.8
2007,Australia,11.600000000000001
2007,Austria,11.25
2007,Azerbaijan,11.45
2007,Burundi,2.6
2007,Belgium,11.8
2007,Benin,2.5
2007,Burkina Faso,1.15
2007,Bangladesh,3.45
2007,Bulgaria,11.75
2007,Bahrain,8.100000000000001
2007,Bahamas,10.45
2007,Bosnia and Herzegovina,8.15
2007,Belarus,11.55
2007,Belize,8.2
2007,Bolivia,7.3
2007,Brazil,6.699999999999999
2007,Botswana,5.3
2007,Central African Republic,3.1500000000000004
2007,Canada,14.1
2007,Switzerland,12.95
2007,Chile,9.9
2007,China,6.7
2007,Cote d'Ivoire,2.85
2007,Cameroon,5.1
2007,"Congo, Dem. Rep.",5.550000000000001
2007,"Congo, Rep.",6.35
2007,Colombia,6.35
2007,Comoros,3.0
2007,Cape Verde,4.0
2007,Costa Rica,8.3
2007,Cuba,10.15
2007,Cyprus,11.8
2007,Czech Republic,13.35
2007,Germany,12.0
2007,Djibouti,3.3
2007,Denmark,12.7
2007,Dominican Republic,7.35
2007,Algeria,4.2
2007,Ecuador,8.0
2007,Egypt,6.35
2007,Eritrea,2.8
2007,Spain,8.75
2007,Estonia,11.2
2007,Ethiopia,1.5
2007,Finland,11.899999999999999
2007,Fiji,9.100000000000001
2007,France,10.3
2007,Gabon,6.4
2007,UK,12.850000000000001
2007,Georgia,12.350000000000001
2007,Ghana,6.2
2007,Guinea,1.9
2007,Gambia,2.75
2007,Guinea-Bissau,1.95
2007,Equatorial Guinea,5.85
2007,Greece,10.15
2007,Guatemala,4.25
2007,Guyana,9.1
2007,Honduras,5.6
2007,Croatia,10.65
2007,Haiti,3.8000000000000003
2007,Hungary,11.0
2007,Indonesia,6.4
2007,India,4.6
2007,Ireland,11.15
2007,Iran,5.9
2007,Iraq,4.7
2007,Israel,12.350000000000001
2007,Italy,10.25
2007,Jamaica,9.899999999999999
2007,Jordan,9.149999999999999
2007,Japan,12.05
2007,Kazakhstan,11.649999999999999
2007,Kenya,6.45
2007,Kyrgyz Republic,11.25
2007,Cambodia,4.1
2007,Kiribati,8.7
2007,South Korea,12.25
2007,Kuwait,6.9
2007,Lao,3.3499999999999996
2007,Lebanon,8.25
2007,Liberia,3.8
2007,St. Lucia,8.899999999999999
2007,Sri Lanka,9.0
2007,Lesotho,6.9
2007,Lithuania,12.1
2007,Luxembourg,11.100000000000001
2007,Latvia,12.2
2007,Morocco,3.4
2007,Moldova,11.0
2007,Madagascar,4.65
2007,Maldives,3.6999999999999997
2007,Mexico,7.65
2007,Marshall Islands,9.2
2007,North Macedonia,9.9
2007,Mali,1.35
2007,Myanmar,4.65
2007,Montenegro,10.9
2007,Mongolia,8.9
2007,Mozambique,2.55
2007,Mauritania,2.1
2007,Mauritius,8.2
2007,Malawi,4.3
2007,Malaysia,7.75
2007,Namibia,6.6
2007,Niger,1.0
2007,Nigeria,5.1
2007,Nicaragua,5.55
2007,Netherlands,11.399999999999999
2007,Norway,13.4
2007,Nepal,2.6
2007,New Zealand,12.2
2007,Oman,5.550000000000001
2007,Pakistan,3.7
2007,Panama,9.3
2007,Peru,8.75
2007,Philippines,8.85
2007,Papua New Guinea,3.85
2007,Poland,12.2
2007,Portugal,7.35
2007,Paraguay,6.85
2007,Palestine,8.55
2007,Qatar,7.55
2007,Romania,11.65
2007,Russia,12.6
2007,Rwanda,3.25
2007,Saudi Arabia,6.35
2007,Sudan,4.05
2007,Senegal,2.3
2007,Singapore,6.9
2007,Solomon Islands,5.35
2007,Sierra Leone,2.2
2007,El Salvador,6.75
2007,Somalia,1.75
2007,Serbia,10.2
2007,Sao Tome and Principe,4.6
2007,Suriname,7.15
2007,Slovak Republic,12.2
2007,Slovenia,11.55
2007,Sweden,12.399999999999999
2007,Eswatini,6.95
2007,Seychelles,10.45
2007,Syria,5.949999999999999
2007,Chad,1.6
2007,Togo,3.6
2007,Thailand,6.6
2007,Tajikistan,10.75
2007,Turkmenistan,10.95
2007,Timor-Leste,2.35
2007,Tonga,11.149999999999999
2007,Trinidad and Tobago,9.4
2007,Tunisia,5.949999999999999
2007,Turkey,6.7
2007,Taiwan,11.0
2007,Tanzania,4.65
2007,Uganda,4.65
2007,Ukraine,11.95
2007,Uruguay,9.55
2007,USA,13.649999999999999
2007,Uzbekistan,11.35
2007,Venezuela,8.45
2007,Vietnam,7.25
2007,Vanuatu,6.35
2007,Samoa,10.7
2007,Yemen,2.05
2007,South Africa,8.2
2007,Zambia,6.1
2007,Zimbabwe,7.2
2008,Afghanistan,1.45
2008,Angola,3.85
2008,Albania,9.649999999999999
2008,UAE,8.7
2008,Argentina,9.85
2008,Armenia,11.2
2008,Antigua and Barbuda,11.899999999999999
2008,Australia,11.600000000000001
2008,Austria,11.350000000000001
2008,Azerbaijan,11.6
2008,Burundi,2.65
2008,Belgium,11.9
2008,Benin,2.55
2008,Burkina Faso,1.2
2008,Bangladesh,3.55
2008,Bulgaria,11.850000000000001
2008,Bahrain,8.25
2008,Bahamas,10.55
2008,Bosnia and Herzegovina,8.25
2008,Belarus,11.649999999999999
2008,Belize,8.3
2008,Bolivia,7.45
2008,Brazil,6.85
2008,Botswana,5.449999999999999
2008,Central African Republic,3.25
2008,Canada,14.1
2008,Switzerland,13.0
2008,Chile,10.05
2008,China,6.9
2008,Cote d'Ivoire,2.95
2008,Cameroon,5.3
2008,"Congo, Dem. Rep.",5.65
2008,"Congo, Rep.",6.55
2008,Colombia,6.4
2008,Comoros,3.1
2008,Cape Verde,4.1
2008,Costa Rica,8.4
2008,Cuba,10.25
2008,Cyprus,11.95
2008,Czech Republic,13.399999999999999
2008,Germany,12.100000000000001
2008,Djibouti,3.45
2008,Denmark,12.75
2008,Dominican Republic,7.45
2008,Algeria,4.3
2008,Ecuador,8.15
2008,Egypt,6.5
2008,Eritrea,2.9
2008,Spain,8.9
2008,Estonia,11.3
2008,Ethiopia,1.55
2008,Finland,12.0
2008,Fiji,9.2
2008,France,10.4
2008,Gabon,6.55
2008,UK,12.95
2008,Georgia,12.4
2008,Ghana,6.4
2008,Guinea,1.9
2008,Gambia,2.8499999999999996
2008,Guinea-Bissau,2.05
2008,Equatorial Guinea,6.0
2008,Greece,10.25
2008,Guatemala,4.35
2008,Guyana,9.25
2008,Honduras,5.699999999999999
2008,Croatia,10.8
2008,Haiti,3.9
2008,Hungary,11.1
2008,Indonesia,6.550000000000001
2008,India,4.699999999999999
2008,Ireland,11.25
2008,Iran,6.1
2008,Iraq,4.8
2008,Israel,12.45
2008,Italy,10.35
2008,Jamaica,10.0
2008,Jordan,9.350000000000001
2008,Japan,12.1
2008,Kazakhstan,11.8
2008,Kenya,6.6
2008,Kyrgyz Republic,11.4
2008,Cambodia,4.2
2008,Kiribati,8.9
2008,South Korea,12.4
2008,Kuwait,7.1
2008,Lao,3.45
2008,Lebanon,8.45
2008,Liberia,3.95
2008,St. Lucia,9.0
2008,Sri Lanka,9.149999999999999
2008,Lesotho,7.0
2008,Lithuania,12.3
2008,Luxembourg,11.2
2008,Latvia,12.3
2008,Morocco,3.5
2008,Moldova,11.149999999999999
2008,Madagascar,4.75
2008,Maldives,3.75
2008,Mexico,7.8
2008,Marshall Islands,9.350000000000001
2008,North Macedonia,10.0
2008,Mali,1.35
2008,Myanmar,4.75
2008,Montenegro,11.0
2008,Mongolia,9.05
2008,Mozambique,2.55
2008,Mauritania,2.2
2008,Mauritius,8.4
2008,Malawi,4.45
2008,Malaysia,7.8999999999999995
2008,Namibia,6.8
2008,Niger,1.0
2008,Nigeria,5.25
2008,Nicaragua,5.65
2008,Netherlands,11.5
2008,Norway,13.5
2008,Nepal,2.6999999999999997
2008,New Zealand,12.3
2008,Oman,5.699999999999999
2008,Pakistan,3.8
2008,Panama,9.399999999999999
2008,Peru,8.899999999999999
2008,Philippines,8.95
2008,Papua New Guinea,3.95
2008,Poland,12.3
2008,Portugal,7.55
2008,Paraguay,6.949999999999999
2008,Palestine,8.75
2008,Qatar,7.75
2008,Romania,11.75
2008,Russia,12.7
2008,Rwanda,3.35
2008,Saudi Arabia,6.550000000000001
2008,Sudan,4.2
2008,Senegal,2.3
2008,Singapore,7.0
2008,Solomon Islands,5.449999999999999
2008,Sierra Leone,2.25
2008,El Salvador,6.85
2008,Somalia,1.8
2008,Serbia,10.3
2008,Sao Tome and Principe,4.7
2008,Suriname,7.25
2008,Slovak Republic,12.35
2008,Slovenia,11.7
2008,Sweden,12.5
2008,Eswatini,7.15
2008,Seychelles,10.65
2008,Syria,6.1
2008,Chad,1.65
2008,Togo,3.65
2008,Thailand,6.7
2008,Tajikistan,10.85
2008,Turkmenistan,11.05
2008,Timor-Leste,2.45
2008,Tonga,11.3
2008,Trinidad and Tobago,9.5
2008,Tunisia,6.15
2008,Turkey,6.85
2008,Taiwan,11.149999999999999
2008,Tanzania,4.75
2008,Uganda,4.8
2008,Ukraine,12.05
2008,Uruguay,9.65
2008,USA,13.649999999999999
2008,Uzbekistan,11.5
2008,Venezuela,8.6
2008,Vietnam,7.4
2008,Vanuatu,6.5
2008,Samoa,10.8
2008,Yemen,2.1
2008,South Africa,8.350000000000001
2008,Zambia,6.2
2008,Zimbabwe,7.3999999999999995
2009,Afghanistan,1.5
2009,Angola,3.9499999999999997
2009,Albania,9.8
2009,UAE,8.9
2009,Argentina,9.95
2009,Armenia,11.3
2009,Antigua and Barbuda,12.0
2009,Australia,11.7
2009,Austria,11.4
2009,Azerbaijan,11.7
2009,Burundi,2.75
2009,Belgium,12.0
2009,Benin,2.6500000000000004
2009,Burkina Faso,1.25
2009,Bangladesh,3.6500000000000004
2009,Bulgaria,11.9
2009,Bahrain,8.45
2009,Bahamas,10.65
2009,Bosnia and Herzegovina,8.45
2009,Belarus,11.75
2009,Belize,8.4
2009,Bolivia,7.550000000000001
2009,Brazil,7.0
2009,Botswana,5.65
2009,Central African Republic,3.3499999999999996
2009,Canada,14.2
2009,Switzerland,13.05
2009,Chile,10.149999999999999
2009,China,7.050000000000001
2009,Cote d'Ivoire,3.05
2009,Cameroon,5.4
2009,"Congo, Dem. Rep.",5.8
2009,"Congo, Rep.",6.699999999999999
2009,Colombia,6.5
2009,Comoros,3.1999999999999997
2009,Cape Verde,4.25
2009,Costa Rica,8.5
2009,Cuba,10.35
2009,Cyprus,12.05
2009,Czech Republic,13.5
2009,Germany,12.2
2009,Djibouti,3.55
2009,Denmark,12.8
2009,Dominican Republic,7.6
2009,Algeria,4.45
2009,Ecuador,8.3
2009,Egypt,6.6
2009,Eritrea,3.0
2009,Spain,9.0
2009,Estonia,11.399999999999999
2009,Ethiopia,1.65
2009,Finland,12.05
2009,Fiji,9.35
2009,France,10.5
2009,Gabon,6.65
2009,UK,13.0
2009,Georgia,12.5
2009,Ghana,6.5
2009,Guinea,2.0
2009,Gambia,2.95
2009,Guinea-Bissau,2.1
2009,Equatorial Guinea,6.1
2009,Greece,10.399999999999999
2009,Guatemala,4.45
2009,Guyana,9.350000000000001
2009,Honduras,5.800000000000001
2009,Croatia,10.95
2009,Haiti,4.05
2009,Hungary,11.2
2009,Indonesia,6.699999999999999
2009,India,4.8
2009,Ireland,11.35
2009,Iran,6.199999999999999
2009,Iraq,4.95
2009,Israel,12.5
2009,Italy,10.399999999999999
2009,Jamaica,10.100000000000001
2009,Jordan,9.6
2009,Japan,12.2
2009,Kazakhstan,11.9
2009,Kenya,6.75
2009,Kyrgyz Republic,11.5
2009,Cambodia,4.300000000000001
2009,Kiribati,9.05
2009,South Korea,12.5
2009,Kuwait,7.25
2009,Lao,3.55
2009,Lebanon,8.65
2009,Liberia,4.050000000000001
2009,St. Lucia,9.15
2009,Sri Lanka,9.3
2009,Lesotho,7.15
2009,Lithuania,12.4
2009,Luxembourg,11.3
2009,Latvia,12.45
2009,Morocco,3.6
2009,Moldova,11.25
2009,Madagascar,4.95
2009,Maldives,3.75
2009,Mexico,7.95
2009,Marshall Islands,9.4
2009,North Macedonia,10.2
2009,Mali,1.4
2009,Myanmar,4.85
2009,Montenegro,11.149999999999999
2009,Mongolia,9.1
2009,Mozambique,2.65
2009,Mauritania,2.3
2009,Mauritius,8.6
2009,Malawi,4.55
2009,Malaysia,8.0
2009,Namibia,6.9
2009,Niger,1.05
2009,Nigeria,5.4
2009,Nicaragua,5.75
2009,Netherlands,11.600000000000001
2009,Norway,13.6
2009,Nepal,2.75
2009,New Zealand,12.4
2009,Oman,5.85
2009,Pakistan,3.9000000000000004
2009,Panama,9.5
2009,Peru,9.0
2009,Philippines,9.0
2009,Papua New Guinea,4.050000000000001
2009,Poland,12.4
2009,Portugal,7.65
2009,Paraguay,7.050000000000001
2009,Palestine,8.9
2009,Qatar,7.85
2009,Romania,11.85
2009,Russia,12.8
2009,Rwanda,3.4499999999999997
2009,Saudi Arabia,6.75
2009,Sudan,4.35
2009,Senegal,2.4
2009,Singapore,7.1
2009,Solomon Islands,5.6
2009,Sierra Leone,2.35
2009,El Salvador,6.95
2009,Somalia,1.9
2009,Serbia,10.4
2009,Sao Tome and Principe,4.85
2009,Suriname,7.4
2009,Slovak Republic,12.45
2009,Slovenia,11.85
2009,Sweden,12.600000000000001
2009,Eswatini,7.3
2009,Seychelles,10.85
2009,Syria,6.25
2009,Chad,1.7000000000000002
2009,Togo,3.75
2009,Thailand,6.85
2009,Tajikistan,11.0
2009,Turkmenistan,11.15
2009,Timor-Leste,2.55
2009,Tonga,11.4
2009,Trinidad and Tobago,9.649999999999999
2009,Tunisia,6.3
2009,Turkey,7.0
2009,Taiwan,11.350000000000001
2009,Tanzania,4.85
2009,Uganda,4.9
2009,Ukraine,12.149999999999999
2009,Uruguay,9.75
2009,USA,13.7
2009,Uzbekistan,11.600000000000001
2009,Venezuela,8.75
2009,Vietnam,7.5
2009,Vanuatu,6.6
2009,Samoa,10.95
2009,Yemen,2.15
2009,South Africa,8.5
2009,Zambia,6.35
2009,Zimbabwe,7.5
