year,country,mean_number_of_years_in_school
1981,Palestine,4.1
1981,Qatar,3.3
1981,Romania,8.1
1981,Russia,8.25
1981,Rwanda,1.2999999999999998
1981,Saudi Arabia,2.55
1981,Sudan,1.5499999999999998
1981,Senegal,0.8500000000000001
1981,Singapore,4.199999999999999
1981,Solomon Islands,2.3
1981,Sierra Leone,0.8500000000000001
1981,El Salvador,3.75
1981,Somalia,0.7
1981,Serbia,6.45
1981,Sao Tome and Principe,1.9
1981,Suriname,4.5
1981,Slovak Republic,7.550000000000001
1981,Slovenia,7.050000000000001
1981,Sweden,9.15
1981,Eswatini,2.75
1981,Seychelles,5.25
1981,Syria,2.3
1981,Chad,0.55
1981,Togo,1.35
1981,Thailand,4.35
1981,Tajikistan,6.9
1981,Turkmenistan,6.949999999999999
1981,Timor-Leste,0.7000000000000001
1981,Tonga,7.449999999999999
1981,Trinidad and Tobago,6.45
1981,Tunisia,2.3
1981,Turkey,3.0999999999999996
1981,Taiwan,5.449999999999999
1981,Tanzania,2.05
1981,Uganda,2.25
1981,Ukraine,8.75
1981,Uruguay,6.55
1981,USA,12.15
1981,Uzbekistan,7.449999999999999
1981,Venezuela,4.75
1981,Vietnam,4.7
1981,Vanuatu,3.3499999999999996
1981,Samoa,6.199999999999999
1981,Yemen,0.55
1981,South Africa,4.449999999999999
1981,Zambia,3.05
1981,Zimbabwe,3.45
1982,Afghanistan,0.65
1982,Angola,1.5499999999999998
1982,Albania,6.0
1982,UAE,3.85
1982,Argentina,7.1
1982,Armenia,8.0
1982,Antigua and Barbuda,8.649999999999999
1982,Australia,9.8
1982,Austria,9.25
1982,Azerbaijan,7.55
1982,Burundi,1.15
1982,Belgium,8.85
1982,Benin,0.95
1982,Burkina Faso,0.4
1982,Bangladesh,2.1
1982,Bulgaria,8.7
1982,Bahrain,3.4000000000000004
1982,Bahamas,7.75
1982,Bosnia and Herzegovina,4.25
1982,Belarus,8.35
1982,Belize,5.55
1982,Bolivia,3.8499999999999996
1982,Brazil,3.5
1982,Botswana,2.05
1982,Central African Republic,1.3
1982,Canada,11.05
1982,Switzerland,10.6
1982,Chile,6.949999999999999
1982,China,3.4
1982,Cote d'Ivoire,1.2
1982,Cameroon,2.1
1982,"Congo, Dem. Rep.",2.85
1982,"Congo, Rep.",3.0
1982,Colombia,4.4
1982,Comoros,0.95
1982,Cape Verde,1.5
1982,Costa Rica,5.35
1982,Cuba,7.05
1982,Cyprus,7.75
1982,Czech Republic,11.35
1982,Germany,9.0
1982,Djibouti,1.4
1982,Denmark,10.3
1982,Dominican Republic,4.0
1982,Algeria,1.45
1982,Ecuador,4.85
1982,Egypt,3.05
1982,Eritrea,0.8500000000000001
1982,Spain,4.4
1982,Estonia,8.15
1982,Ethiopia,0.5
1982,Finland,8.75
1982,Fiji,5.95
1982,France,7.4
1982,Gabon,3.0
1982,UK,10.5
1982,Georgia,9.3
1982,Ghana,3.25
1982,Guinea,0.65
1982,Gambia,0.95
1982,Guinea-Bissau,0.65
1982,Equatorial Guinea,2.85
1982,Greece,6.75
1982,Guatemala,2.15
1982,Guyana,5.85
1982,Honduras,2.95
1982,Croatia,6.3
1982,Haiti,1.45
1982,Hungary,8.65
1982,Indonesia,3.15
1982,India,2.35
1982,Ireland,8.0
1982,Iran,2.4
1982,Iraq,3.1999999999999997
1982,Israel,9.350000000000001
1982,Italy,7.199999999999999
1982,Jamaica,6.5
1982,Jordan,4.15
1982,Japan,9.8
1982,Kazakhstan,7.15
1982,Kenya,2.8
1982,Kyrgyz Republic,7.4
1982,Cambodia,2.1
1982,Kiribati,5.0
1982,South Korea,8.45
1982,Kuwait,3.3
1982,Lao,1.6
1982,Lebanon,3.95
1982,Liberia,1.55
1982,St. Lucia,6.15
1982,Sri Lanka,5.7
1982,Lesotho,3.45
1982,Lithuania,7.65
1982,Luxembourg,8.15
1982,Latvia,8.649999999999999
1982,Morocco,1.25
1982,Moldova,7.65
1982,Madagascar,1.95
1982,Maldives,2.8
1982,Mexico,4.25
1982,Marshall Islands,5.95
1982,North Macedonia,6.4
1982,Mali,0.5
1982,Myanmar,2.6500000000000004
1982,Montenegro,7.5
1982,Mongolia,6.15
1982,Mozambique,1.1
1982,Mauritania,0.7000000000000001
1982,Mauritius,3.45
1982,Malawi,2.05
1982,Malaysia,4.05
1982,Namibia,3.15
1982,Niger,0.25
1982,Nigeria,2.05
1982,Nicaragua,3.05
1982,Netherlands,8.5
1982,Norway,9.6
1982,Nepal,0.95
1982,New Zealand,8.649999999999999
1982,Oman,2.0
1982,Pakistan,1.55
1982,Panama,6.3
1982,Peru,5.300000000000001
1982,Philippines,6.25
1982,Papua New Guinea,1.65
1982,Poland,9.45
1982,Portugal,4.0
1982,Paraguay,4.550000000000001
1982,Palestine,4.25
1982,Qatar,3.5
1982,Romania,8.25
1982,Russia,8.45
1982,Rwanda,1.4
1982,Saudi Arabia,2.6500000000000004
1982,Sudan,1.6
1982,Senegal,0.8500000000000001
1982,Singapore,4.35
1982,Solomon Islands,2.4
1982,Sierra Leone,0.8999999999999999
1982,El Salvador,3.85
1982,Somalia,0.7
1982,Serbia,6.6
1982,Sao Tome and Principe,1.9500000000000002
1982,Suriname,4.6
1982,Slovak Republic,7.75
1982,Slovenia,7.25
1982,Sweden,9.35
1982,Eswatini,2.9
1982,Seychelles,5.449999999999999
1982,Syria,2.45
1982,Chad,0.55
1982,Togo,1.4000000000000001
1982,Thailand,4.449999999999999
1982,Tajikistan,7.0
1982,Turkmenistan,7.1
1982,Timor-Leste,0.8
1982,Tonga,7.6
1982,Trinidad and Tobago,6.55
1982,Tunisia,2.45
1982,Turkey,3.2
1982,Taiwan,5.699999999999999
1982,Tanzania,2.1
1982,Uganda,2.3
1982,Ukraine,8.899999999999999
1982,Uruguay,6.65
1982,USA,12.25
1982,Uzbekistan,7.65
1982,Venezuela,4.85
1982,Vietnam,4.800000000000001
1982,Vanuatu,3.45
1982,Samoa,6.4
1982,Yemen,0.6000000000000001
1982,South Africa,4.6
1982,Zambia,3.15
1982,Zimbabwe,3.6
1983,Afghanistan,0.65
1983,Angola,1.65
1983,Albania,6.1
1983,UAE,4.0
1983,Argentina,7.199999999999999
1983,Armenia,8.1
1983,Antigua and Barbuda,8.850000000000001
1983,Australia,9.85
1983,Austria,9.35
1983,Azerbaijan,7.75
1983,Burundi,1.2
1983,Belgium,8.95
1983,Benin,1.0
1983,Burkina Faso,0.4
1983,Bangladesh,2.15
1983,Bulgaria,8.8
1983,Bahrain,3.5500000000000003
1983,Bahamas,7.85
1983,Bosnia and Herzegovina,4.4
1983,Belarus,8.55
1983,Belize,5.7
1983,Bolivia,4.0
1983,Brazil,3.65
1983,Botswana,2.1500000000000004
1983,Central African Republic,1.35
1983,Canada,11.25
1983,Switzerland,10.7
1983,Chile,7.1
1983,China,3.5
1983,Cote d'Ivoire,1.2
1983,Cameroon,2.2
1983,"Congo, Dem. Rep.",2.9
1983,"Congo, Rep.",3.1
1983,Colombia,4.5
1983,Comoros,1.0
1983,Cape Verde,1.6
1983,Costa Rica,5.45
1983,Cuba,7.15
1983,Cyprus,7.95
1983,Czech Republic,11.45
1983,Germany,9.15
1983,Djibouti,1.5
1983,Denmark,10.45
1983,Dominican Republic,4.1
1983,Algeria,1.55
1983,Ecuador,4.949999999999999
1983,Egypt,3.2
1983,Eritrea,0.8999999999999999
1983,Spain,4.6
1983,Estonia,8.3
1983,Ethiopia,0.5
1983,Finland,8.85
1983,Fiji,6.1
1983,France,7.5
1983,Gabon,3.1500000000000004
1983,UK,10.600000000000001
1983,Georgia,9.4
1983,Ghana,3.3499999999999996
1983,Guinea,0.75
1983,Gambia,1.0
1983,Guinea-Bissau,0.75
1983,Equatorial Guinea,2.95
1983,Greece,6.949999999999999
1983,Guatemala,2.25
1983,Guyana,6.0
1983,Honduras,3.05
1983,Croatia,6.5
1983,Haiti,1.5
1983,Hungary,8.75
1983,Indonesia,3.3
1983,India,2.4
1983,Ireland,8.1
1983,Iran,2.55
1983,Iraq,3.25
1983,Israel,9.45
1983,Italy,7.35
1983,Jamaica,6.699999999999999
1983,Jordan,4.35
1983,Japan,9.899999999999999
1983,Kazakhstan,7.35
1983,Kenya,2.9499999999999997
1983,Kyrgyz Republic,7.6
1983,Cambodia,2.2
1983,Kiribati,5.1
1983,South Korea,8.6
1983,Kuwait,3.4499999999999997
1983,Lao,1.6
1983,Lebanon,4.1
1983,Liberia,1.6
1983,St. Lucia,6.25
1983,Sri Lanka,5.85
1983,Lesotho,3.55
1983,Lithuania,7.9
1983,Luxembourg,8.35
1983,Latvia,8.8
1983,Morocco,1.35
1983,Moldova,7.85
1983,Madagascar,2.05
1983,Maldives,2.85
1983,Mexico,4.45
1983,Marshall Islands,6.15
1983,North Macedonia,6.6
1983,Mali,0.55
1983,Myanmar,2.75
1983,Montenegro,7.699999999999999
1983,Mongolia,6.25
1983,Mozambique,1.1
1983,Mauritania,0.7000000000000001
1983,Mauritius,3.6500000000000004
1983,Malawi,2.15
1983,Malaysia,4.15
1983,Namibia,3.25
1983,Niger,0.25
1983,Nigeria,2.15
1983,Nicaragua,3.15
1983,Netherlands,8.7
1983,Norway,9.8
1983,Nepal,1.05
1983,New Zealand,8.850000000000001
1983,Oman,2.15
1983,Pakistan,1.6
1983,Panama,6.4
1983,Peru,5.4
1983,Philippines,6.35
1983,Papua New Guinea,1.7
1983,Poland,9.55
1983,Portugal,4.1
1983,Paraguay,4.65
1983,Palestine,4.4
1983,Qatar,3.5999999999999996
1983,Romania,8.4
1983,Russia,8.65
1983,Rwanda,1.4
1983,Saudi Arabia,2.75
1983,Sudan,1.65
1983,Senegal,0.95
1983,Singapore,4.45
1983,Solomon Islands,2.55
1983,Sierra Leone,0.95
1983,El Salvador,3.95
1983,Somalia,0.75
1983,Serbia,6.75
1983,Sao Tome and Principe,2.1
1983,Suriname,4.7
1983,Slovak Republic,7.95
1983,Slovenia,7.45
1983,Sweden,9.45
1983,Eswatini,3.0
1983,Seychelles,5.6
1983,Syria,2.55
1983,Chad,0.6
1983,Togo,1.45
1983,Thailand,4.55
1983,Tajikistan,7.199999999999999
1983,Turkmenistan,7.300000000000001
1983,Timor-Leste,0.8
1983,Tonga,7.75
1983,Trinidad and Tobago,6.65
1983,Tunisia,2.55
1983,Turkey,3.35
1983,Taiwan,5.9
1983,Tanzania,2.2
1983,Uganda,2.4
1983,Ukraine,9.05
1983,Uruguay,6.800000000000001
1983,USA,12.3
1983,Uzbekistan,7.800000000000001
1983,Venezuela,5.050000000000001
1983,Vietnam,4.95
1983,Vanuatu,3.55
1983,Samoa,6.550000000000001
1983,Yemen,0.6000000000000001
1983,South Africa,4.75
1983,Zambia,3.25
1983,Zimbabwe,3.75
1984,Afghanistan,0.7000000000000001
1984,Angola,1.7
1984,Albania,6.25
1984,UAE,4.199999999999999
1984,Argentina,7.300000000000001
1984,Armenia,8.3
1984,Antigua and Barbuda,9.0
1984,Australia,9.899999999999999
1984,Austria,9.45
1984,Azerbaijan,7.9
1984,Burundi,1.2
1984,Belgium,9.15
1984,Benin,1.05
1984,Burkina Faso,0.4
1984,Bangladesh,2.15
1984,Bulgaria,8.95
1984,Bahrain,3.75
1984,Bahamas,7.95
1984,Bosnia and Herzegovina,4.55
1984,Belarus,8.65
1984,Belize,5.8
1984,Bolivia,4.15
1984,Brazil,3.75
1984,Botswana,2.25
1984,Central African Republic,1.45
1984,Canada,11.45
1984,Switzerland,10.85
1984,Chile,7.2
1984,China,3.6
1984,Cote d'Ivoire,1.3
1984,Cameroon,2.3
1984,"Congo, Dem. Rep.",3.0
1984,"Congo, Rep.",3.25
1984,Colombia,4.55
1984,Comoros,1.05
1984,Cape Verde,1.65
1984,Costa Rica,5.6
1984,Cuba,7.35
1984,Cyprus,8.15
1984,Czech Republic,11.55
1984,Germany,9.3
1984,Djibouti,1.55
1984,Denmark,10.55
1984,Dominican Republic,4.25
1984,Algeria,1.65
1984,Ecuador,5.050000000000001
1984,Egypt,3.3
1984,Eritrea,0.8999999999999999
1984,Spain,4.75
1984,Estonia,8.45
1984,Ethiopia,0.55
1984,Finland,9.0
1984,Fiji,6.2
1984,France,7.6
1984,Gabon,3.25
1984,UK,10.75
1984,Georgia,9.6
1984,Ghana,3.45
1984,Guinea,0.75
1984,Gambia,1.1
1984,Guinea-Bissau,0.75
1984,Equatorial Guinea,3.0500000000000003
1984,Greece,7.050000000000001
1984,Guatemala,2.3
1984,Guyana,6.15
1984,Honduras,3.15
1984,Croatia,6.65
1984,Haiti,1.55
1984,Hungary,8.85
1984,Indonesia,3.4000000000000004
1984,India,2.5
1984,Ireland,8.3
1984,Iran,2.65
1984,Iraq,3.35
1984,Israel,9.649999999999999
1984,Italy,7.5
1984,Jamaica,6.800000000000001
1984,Jordan,4.55
1984,Japan,10.0
1984,Kazakhstan,7.550000000000001
1984,Kenya,3.05
1984,Kyrgyz Republic,7.699999999999999
1984,Cambodia,2.25
1984,Kiribati,5.25
1984,South Korea,8.8
1984,Kuwait,3.55
1984,Lao,1.7
1984,Lebanon,4.3
1984,Liberia,1.7000000000000002
1984,St. Lucia,6.35
1984,Sri Lanka,6.0
1984,Lesotho,3.7
1984,Lithuania,8.100000000000001
1984,Luxembourg,8.5
1984,Latvia,9.0
1984,Morocco,1.4
1984,Moldova,8.0
1984,Madagascar,2.15
1984,Maldives,2.9000000000000004
1984,Mexico,4.55
1984,Marshall Islands,6.300000000000001
1984,North Macedonia,6.7
1984,Mali,0.55
1984,Myanmar,2.8
1984,Montenegro,7.800000000000001
1984,Mongolia,6.4
1984,Mozambique,1.15
1984,Mauritania,0.75
1984,Mauritius,3.8
1984,Malawi,2.15
1984,Malaysia,4.3
1984,Namibia,3.4000000000000004
1984,Niger,0.25
1984,Nigeria,2.2
1984,Nicaragua,3.25
1984,Netherlands,8.8
1984,Norway,10.0
1984,Nepal,1.0999999999999999
1984,New Zealand,9.0
1984,Oman,2.25
1984,Pakistan,1.6500000000000001
1984,Panama,6.5
1984,Peru,5.55
1984,Philippines,6.45
1984,Papua New Guinea,1.8
1984,Poland,9.75
1984,Portugal,4.25
1984,Paraguay,4.75
1984,Palestine,4.6
1984,Qatar,3.75
1984,Romania,8.6
1984,Russia,8.85
1984,Rwanda,1.5
1984,Saudi Arabia,2.9
1984,Sudan,1.7000000000000002
1984,Senegal,1.0
1984,Singapore,4.55
1984,Solomon Islands,2.65
1984,Sierra Leone,1.0
1984,El Salvador,4.050000000000001
1984,Somalia,0.8
1984,Serbia,6.9
1984,Sao Tome and Principe,2.15
1984,Suriname,4.8
1984,Slovak Republic,8.15
1984,Slovenia,7.6
1984,Sweden,9.65
1984,Eswatini,3.15
1984,Seychelles,5.8
1984,Syria,2.7
1984,Chad,0.65
1984,Togo,1.5499999999999998
1984,Thailand,4.6
1984,Tajikistan,7.4
1984,Turkmenistan,7.449999999999999
1984,Timor-Leste,0.8
1984,Tonga,7.95
1984,Trinidad and Tobago,6.8
1984,Tunisia,2.65
1984,Turkey,3.45
1984,Taiwan,6.1
1984,Tanzania,2.3
1984,Uganda,2.5
1984,Ukraine,9.2
1984,Uruguay,6.95
1984,USA,12.4
1984,Uzbekistan,7.949999999999999
1984,Venezuela,5.15
1984,Vietnam,5.05
1984,Vanuatu,3.6500000000000004
1984,Samoa,6.75
1984,Yemen,0.65
1984,South Africa,4.85
1984,Zambia,3.35
1984,Zimbabwe,3.8499999999999996
1985,Afghanistan,0.7000000000000001
1985,Angola,1.8
1985,Albania,6.4
1985,UAE,4.4
1985,Argentina,7.4
1985,Armenia,8.399999999999999
1985,Antigua and Barbuda,9.149999999999999
1985,Australia,10.0
1985,Austria,9.5
1985,Azerbaijan,8.1
1985,Burundi,1.2999999999999998
1985,Belgium,9.25
1985,Benin,1.1
1985,Burkina Faso,0.44999999999999996
1985,Bangladesh,2.25
1985,Bulgaria,9.100000000000001
1985,Bahrain,3.95
1985,Bahamas,8.1
1985,Bosnia and Herzegovina,4.65
1985,Belarus,8.85
1985,Belize,5.95
1985,Bolivia,4.25
1985,Brazil,3.85
1985,Botswana,2.3499999999999996
1985,Central African Republic,1.5
1985,Canada,11.55
1985,Switzerland,11.0
1985,Chile,7.3
1985,China,3.75
1985,Cote d'Ivoire,1.35
1985,Cameroon,2.4
1985,"Congo, Dem. Rep.",3.15
1985,"Congo, Rep.",3.3499999999999996
1985,Colombia,4.65
1985,Comoros,1.1
1985,Cape Verde,1.75
1985,Costa Rica,5.75
1985,Cuba,7.45
1985,Cyprus,8.3
1985,Czech Republic,11.7
1985,Germany,9.45
1985,Djibouti,1.6
1985,Denmark,10.7
1985,Dominican Republic,4.4
1985,Algeria,1.75
1985,Ecuador,5.199999999999999
1985,Egypt,3.4
1985,Eritrea,1.0
1985,Spain,4.9
1985,Estonia,8.600000000000001
1985,Ethiopia,0.55
1985,Finland,9.2
1985,Fiji,6.3
1985,France,7.75
1985,Gabon,3.4000000000000004
1985,UK,10.85
1985,Georgia,9.7
1985,Ghana,3.6
1985,Guinea,0.8
1985,Gambia,1.1
1985,Guinea-Bissau,0.8
1985,Equatorial Guinea,3.1999999999999997
1985,Greece,7.199999999999999
1985,Guatemala,2.4
1985,Guyana,6.3
1985,Honduras,3.25
1985,Croatia,6.85
1985,Haiti,1.65
1985,Hungary,8.95
1985,Indonesia,3.5
1985,India,2.5999999999999996
1985,Ireland,8.4
1985,Iran,2.75
1985,Iraq,3.4
1985,Israel,9.75
1985,Italy,7.6
1985,Jamaica,6.95
1985,Jordan,4.75
1985,Japan,10.05
1985,Kazakhstan,7.75
1985,Kenya,3.15
1985,Kyrgyz Republic,7.9
1985,Cambodia,2.3
1985,Kiribati,5.35
1985,South Korea,8.95
1985,Kuwait,3.65
1985,Lao,1.75
1985,Lebanon,4.4
1985,Liberia,1.7999999999999998
1985,St. Lucia,6.5
1985,Sri Lanka,6.1
1985,Lesotho,3.8
1985,Lithuania,8.3
1985,Luxembourg,8.600000000000001
1985,Latvia,9.149999999999999
1985,Morocco,1.5
1985,Moldova,8.15
1985,Madagascar,2.2
1985,Maldives,2.9000000000000004
1985,Mexico,4.65
1985,Marshall Islands,6.45
1985,North Macedonia,6.9
1985,Mali,0.6
1985,Myanmar,2.9
1985,Montenegro,8.0
1985,Mongolia,6.5
1985,Mozambique,1.2
1985,Mauritania,0.75
1985,Mauritius,3.95
1985,Malawi,2.25
1985,Malaysia,4.4
1985,Namibia,3.5
1985,Niger,0.25
1985,Nigeria,2.35
1985,Nicaragua,3.35
1985,Netherlands,8.95
1985,Norway,10.2
1985,Nepal,1.15
1985,New Zealand,9.149999999999999
1985,Oman,2.35
1985,Pakistan,1.7000000000000002
1985,Panama,6.6
1985,Peru,5.699999999999999
1985,Philippines,6.6
1985,Papua New Guinea,1.85
1985,Poland,9.85
1985,Portugal,4.4
1985,Paraguay,4.85
1985,Palestine,4.75
1985,Qatar,3.95
1985,Romania,8.75
1985,Russia,9.0
1985,Rwanda,1.55
1985,Saudi Arabia,3.0
1985,Sudan,1.8
1985,Senegal,1.0
1985,Singapore,4.65
1985,Solomon Islands,2.75
1985,Sierra Leone,1.05
1985,El Salvador,4.15
1985,Somalia,0.85
1985,Serbia,7.05
1985,Sao Tome and Principe,2.25
1985,Suriname,4.9
1985,Slovak Republic,8.35
1985,Slovenia,7.8
1985,Sweden,9.8
1985,Eswatini,3.3
1985,Seychelles,5.95
1985,Syria,2.8
1985,Chad,0.65
1985,Togo,1.6
1985,Thailand,4.699999999999999
1985,Tajikistan,7.55
1985,Turkmenistan,7.6
1985,Timor-Leste,0.8500000000000001
1985,Tonga,8.1
1985,Trinidad and Tobago,6.95
1985,Tunisia,2.75
1985,Turkey,3.55
1985,Taiwan,6.300000000000001
1985,Tanzania,2.4
1985,Uganda,2.55
1985,Ukraine,9.3
1985,Uruguay,7.05
1985,USA,12.45
1985,Uzbekistan,8.15
1985,Venezuela,5.3
1985,Vietnam,5.15
1985,Vanuatu,3.75
1985,Samoa,6.9
1985,Yemen,0.7000000000000001
1985,South Africa,5.050000000000001
1985,Zambia,3.5
1985,Zimbabwe,3.95
1986,Afghanistan,0.75
1986,Angola,1.85
1986,Albania,6.550000000000001
1986,UAE,4.5
1986,Argentina,7.5
1986,Armenia,8.55
1986,Antigua and Barbuda,9.3
1986,Australia,10.100000000000001
1986,Austria,9.600000000000001
1986,Azerbaijan,8.3
1986,Burundi,1.2999999999999998
1986,Belgium,9.399999999999999
1986,Benin,1.15
1986,Burkina Faso,0.44999999999999996
1986,Bangladesh,2.25
1986,Bulgaria,9.25
1986,Bahrain,4.1
1986,Bahamas,8.2
1986,Bosnia and Herzegovina,4.800000000000001
1986,Belarus,9.0
1986,Belize,6.05
1986,Bolivia,4.4
1986,Brazil,3.9499999999999997
1986,Botswana,2.45
1986,Central African Republic,1.5
1986,Canada,11.75
1986,Switzerland,11.100000000000001
1986,Chile,7.449999999999999
1986,China,3.9
1986,Cote d'Ivoire,1.4000000000000001
1986,Cameroon,2.5
1986,"Congo, Dem. Rep.",3.25
1986,"Congo, Rep.",3.55
1986,Colombia,4.7
1986,Comoros,1.15
1986,Cape Verde,1.8
1986,Costa Rica,5.85
1986,Cuba,7.55
1986,Cyprus,8.5
1986,Czech Republic,11.8
1986,Germany,9.6
1986,Djibouti,1.65
1986,Denmark,10.8
1986,Dominican Republic,4.5
1986,Algeria,1.8
1986,Ecuador,5.35
1986,Egypt,3.55
1986,Eritrea,1.05
1986,Spain,5.1
1986,Estonia,8.7
1986,Ethiopia,0.6
1986,Finland,9.35
1986,Fiji,6.449999999999999
1986,France,7.85
1986,Gabon,3.55
1986,UK,10.95
1986,Georgia,9.85
1986,Ghana,3.7
1986,Guinea,0.85
1986,Gambia,1.15
1986,Guinea-Bissau,0.8
1986,Equatorial Guinea,3.3
1986,Greece,7.35
1986,Guatemala,2.45
1986,Guyana,6.449999999999999
1986,Honduras,3.3
1986,Croatia,7.050000000000001
1986,Haiti,1.7000000000000002
1986,Hungary,9.100000000000001
1986,Indonesia,3.5999999999999996
1986,India,2.65
1986,Ireland,8.6
1986,Iran,2.9
1986,Iraq,3.4
1986,Israel,9.9
1986,Italy,7.75
1986,Jamaica,7.1
1986,Jordan,4.95
1986,Japan,10.15
1986,Kazakhstan,7.95
1986,Kenya,3.3
1986,Kyrgyz Republic,8.1
1986,Cambodia,2.35
1986,Kiribati,5.5
1986,South Korea,9.1
1986,Kuwait,3.85
1986,Lao,1.85
1986,Lebanon,4.6
1986,Liberia,1.85
1986,St. Lucia,6.6
1986,Sri Lanka,6.25
1986,Lesotho,3.95
1986,Lithuania,8.5
1986,Luxembourg,8.75
1986,Latvia,9.350000000000001
1986,Morocco,1.5499999999999998
1986,Moldova,8.3
1986,Madagascar,2.3
1986,Maldives,2.95
1986,Mexico,4.8
1986,Marshall Islands,6.6
1986,North Macedonia,7.0
1986,Mali,0.6
1986,Myanmar,3.0
1986,Montenegro,8.1
1986,Mongolia,6.6
1986,Mozambique,1.25
1986,Mauritania,0.8500000000000001
1986,Mauritius,4.1
1986,Malawi,2.3
1986,Malaysia,4.6
1986,Namibia,3.65
1986,Niger,0.35
1986,Nigeria,2.45
1986,Nicaragua,3.45
1986,Netherlands,9.05
1986,Norway,10.399999999999999
1986,Nepal,1.15
1986,New Zealand,9.3
1986,Oman,2.5
1986,Pakistan,1.75
1986,Panama,6.75
1986,Peru,5.85
1986,Philippines,6.7
1986,Papua New Guinea,1.9500000000000002
1986,Poland,9.95
1986,Portugal,4.5
1986,Paraguay,4.95
1986,Palestine,4.95
1986,Qatar,4.05
1986,Romania,8.9
1986,Russia,9.2
1986,Rwanda,1.65
1986,Saudi Arabia,3.15
1986,Sudan,1.9
1986,Senegal,1.1
1986,Singapore,4.8
1986,Solomon Islands,2.8
1986,Sierra Leone,1.05
1986,El Salvador,4.3
1986,Somalia,0.85
1986,Serbia,7.2
1986,Sao Tome and Principe,2.35
1986,Suriname,5.0
1986,Slovak Republic,8.6
1986,Slovenia,8.05
1986,Sweden,9.9
1986,Eswatini,3.4
1986,Seychelles,6.2
1986,Syria,2.9
1986,Chad,0.7
1986,Togo,1.7000000000000002
1986,Thailand,4.800000000000001
1986,Tajikistan,7.699999999999999
1986,Turkmenistan,7.800000000000001
1986,Timor-Leste,0.95
1986,Tonga,8.2
1986,Trinidad and Tobago,7.05
1986,Tunisia,2.9000000000000004
1986,Turkey,3.7
1986,Taiwan,6.55
1986,Tanzania,2.45
1986,Uganda,2.65
1986,Ukraine,9.5
1986,Uruguay,7.199999999999999
1986,USA,12.55
1986,Uzbekistan,8.3
1986,Venezuela,5.45
1986,Vietnam,5.25
1986,Vanuatu,3.9
1986,Samoa,7.1
1986,Yemen,0.75
1986,South Africa,5.15
1986,Zambia,3.5999999999999996
1986,Zimbabwe,4.15
1987,Afghanistan,0.75
1987,Angola,1.9000000000000001
1987,Albania,6.65
1987,UAE,4.699999999999999
1987,Argentina,7.65
1987,Armenia,8.7
1987,Antigua and Barbuda,9.45
1987,Australia,10.2
1987,Austria,9.7
1987,Azerbaijan,8.45
1987,Burundi,1.4
1987,Belgium,9.55
1987,Benin,1.2
1987,Burkina Faso,0.44999999999999996
1987,Bangladesh,2.35
1987,Bulgaria,9.399999999999999
1987,Bahrain,4.25
1987,Bahamas,8.3
1987,Bosnia and Herzegovina,4.95
1987,Belarus,9.100000000000001
1987,Belize,6.15
1987,Bolivia,4.5
1987,Brazil,4.1
1987,Botswana,2.6
1987,Central African Republic,1.6
1987,Canada,11.850000000000001
1987,Switzerland,11.25
1987,Chile,7.6
1987,China,4.0
1987,Cote d'Ivoire,1.4500000000000002
1987,Cameroon,2.6
1987,"Congo, Dem. Rep.",3.3
1987,"Congo, Rep.",3.65
1987,Colombia,4.8
1987,Comoros,1.2
1987,Cape Verde,1.9
1987,Costa Rica,5.95
1987,Cuba,7.75
1987,Cyprus,8.7
1987,Czech Republic,11.850000000000001
1987,Germany,9.7
1987,Djibouti,1.75
1987,Denmark,10.899999999999999
1987,Dominican Republic,4.65
1987,Algeria,1.9000000000000001
1987,Ecuador,5.449999999999999
1987,Egypt,3.6500000000000004
1987,Eritrea,1.05
1987,Spain,5.25
1987,Estonia,8.899999999999999
1987,Ethiopia,0.6
1987,Finland,9.45
1987,Fiji,6.550000000000001
1987,France,8.0
1987,Gabon,3.6500000000000004
1987,UK,11.100000000000001
1987,Georgia,10.0
1987,Ghana,3.8
1987,Guinea,0.85
1987,Gambia,1.25
1987,Guinea-Bissau,0.85
1987,Equatorial Guinea,3.4000000000000004
1987,Greece,7.5
1987,Guatemala,2.5
1987,Guyana,6.6
1987,Honduras,3.4000000000000004
1987,Croatia,7.25
1987,Haiti,1.7999999999999998
1987,Hungary,9.2
1987,Indonesia,3.7
1987,India,2.75
1987,Ireland,8.7
1987,Iran,3.0
1987,Iraq,3.4000000000000004
1987,Israel,10.05
1987,Italy,7.85
1987,Jamaica,7.25
1987,Jordan,5.1
1987,Japan,10.25
1987,Kazakhstan,8.15
1987,Kenya,3.4
1987,Kyrgyz Republic,8.25
1987,Cambodia,2.45
1987,Kiribati,5.699999999999999
1987,South Korea,9.3
1987,Kuwait,3.9499999999999997
1987,Lao,1.85
1987,Lebanon,4.75
1987,Liberia,1.9500000000000002
1987,St. Lucia,6.7
1987,Sri Lanka,6.35
1987,Lesotho,4.05
1987,Lithuania,8.7
1987,Luxembourg,8.899999999999999
1987,Latvia,9.45
1987,Morocco,1.65
1987,Moldova,8.399999999999999
1987,Madagascar,2.4
1987,Maldives,2.95
1987,Mexico,4.95
1987,Marshall Islands,6.75
1987,North Macedonia,7.15
1987,Mali,0.65
1987,Myanmar,3.05
1987,Montenegro,8.3
1987,Mongolia,6.75
1987,Mozambique,1.3
1987,Mauritania,0.8999999999999999
1987,Mauritius,4.3
